# ML Generation Strategy,Weighted Multinomial Probability Sampling
# Graph Search Strategy,Exhaustive Sequence Evaluation via AudioFlamingo3 loss
# Temperature,1.8
# Top-P,0.9
# Min-P,0.01
# Top-K,None
# Repetition Penalty,"Dynamic Scale Matrix (1.0 + N*0.5, Last-Beat Multiplier 1.1x)"
global_bpm,song_duration_minutes,beat_time_sec,onset_timestamps_in_beat,onset_detected,selected_step,step_probabilities,final_step_selection,time_taken_sec
129.2,2.23,0.00,0.12,True,1111,0001-0.3%|0000-0.3%|0110-0.1%|0100-0.1%|0111-0.1%|0010-0.0%|1111-0.0%|0101-0.0%|0011-0.0%|1000-0.0%|1010-0.0%|1001-0.0%|1100-0.0%|1011-0.0%|1101-0.0%|1110-0.0%,1111,1.83
129.2,2.23,0.46,0.56,True,0111,0001-0.3%|0000-0.2%|0110-0.2%|0100-0.1%|0010-0.1%|0111-0.1%|0101-0.0%|1010-0.0%|1000-0.0%|0011-0.0%|1001-0.0%|1100-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0111,1.46
129.2,2.23,0.93,1.07,True,0101,0001-0.3%|0000-0.3%|0110-0.2%|0100-0.1%|0010-0.1%|0101-0.0%|0011-0.0%|1000-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0101,1.46
129.2,2.23,1.39,None,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
129.2,2.23,1.86,None,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
129.2,2.23,2.32,2.46|2.69,True,0001,0000-0.2%|0001-0.2%|0110-0.2%|0101-0.1%|0111-0.1%|0100-0.1%|1111-0.0%|0010-0.0%|1010-0.0%|0011-0.0%|1001-0.0%|1000-0.0%|1100-0.0%|1011-0.0%|1101-0.0%|1110-0.0%,0001,1.50
129.2,2.23,2.79,2.93|3.16,True,0001,0000-0.3%|0110-0.2%|0001-0.1%|0100-0.1%|0101-0.1%|0111-0.1%|0010-0.0%|0011-0.0%|1111-0.0%|1010-0.0%|1000-0.0%|1001-0.0%|1100-0.0%|1011-0.0%|1101-0.0%|1110-0.0%,0001,1.50
129.2,2.23,3.25,3.39|3.62,True,0000,0000-0.2%|0110-0.2%|0001-0.1%|0101-0.1%|0111-0.1%|0100-0.1%|1111-0.1%|0011-0.0%|0010-0.0%|1001-0.0%|1010-0.0%|1000-0.0%|1100-0.0%|1011-0.0%|1101-0.0%|1110-0.0%,0000,1.50
129.2,2.23,3.72,3.85|4.06,True,0101,0000-0.4%|0001-0.2%|0110-0.1%|0100-0.1%|0111-0.1%|0010-0.0%|0011-0.0%|0101-0.0%|1010-0.0%|1000-0.0%|1001-0.0%|1100-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0101,1.52
129.2,2.23,4.18,4.30|4.53,True,0001,0000-0.3%|0110-0.2%|0001-0.1%|1111-0.1%|0100-0.1%|0111-0.1%|0010-0.0%|0011-0.0%|1010-0.0%|1000-0.0%|1001-0.0%|0101-0.0%|1100-0.0%|1011-0.0%|1101-0.0%|1110-0.0%,0001,1.52
129.2,2.23,4.64,4.76,True,0000,0000-0.4%|0110-0.1%|0111-0.1%|1111-0.1%|0001-0.1%|0100-0.1%|0010-0.0%|0011-0.0%|1000-0.0%|1010-0.0%|1001-0.0%|0101-0.0%|1100-0.0%|1011-0.0%|1101-0.0%|1110-0.0%,0000,1.52
