Here is the StepMania beatmap generated for the provided audio:
```css
0.00,1.00,1000,4,2,0.95,kick
1.25,1.25,0000,0,3,1.0,unknown
1.50,1.50,0010,4,3,0.88,snare
1.75,1.75,0000,0,3,1.0,unknown
2.00,2.00,2000,4,2,1.0,bass
2.25,2.25,0000,0,3,1.0,unknown
2.50,2.50,0100,4,3,0.82,snare
2.75,2.75,0000,0,3,1.0,unknown
3.00,3.00,3001,4,2,0.91,kick
3.25,3.25,",",-1,-1,1.0,separator
3.50,3.50,0000,0,3,1.0,unknown
3.75,3.75,0010,4,3,0.88,snare
4.00,4.00,0000,0,2,1.0,unknown
4.25,4.25,0000,0,3,1.0,unknown
4.50,4.50,0010,4,3,0.82,snare
4.75,4.75,0000,0,3,1.0,unknown
5.00,5.00,2000,4,2,1.0,bass
5.25,5.25,0000,0,3,1.0,unknown
5.50,5.50,0100,4,3,0.88,snare
5.75,5.75,0000,0,3,1.0,unknown
6.00,6.00,3001,4,2,0.91,kick
6.25,6.25,",",-1,-1,1.0,separator
6.50,6.50,0000,0,3,1.0,unknown
6.75,6.75,0010,4,3,0.88,snare
7.00,7.00,0000,0,2,1.0,unknown
7.25,7.25,0000,0,3,1.0,unknown
7.50,7.50,0010,4,3,0.82,snare
7.75,7.75,0000,0,3,1.0,unknown
8.00,8.00,2000,4,2,1.0,bass
8.25,8.25,0000,0,3,1.0,unknown
8.50,8.50,0100,4,3,0.88,snare
8.75,8.75,0000,0,3,1.0,unknown
9.00,9.00,3001,4,2,0.91,kick
9.25,9.25,",",-1,-1,1.0,separator
9.50,9.50,0000,0,3,1.0,unknown
9.75,9.75,0010,4,3,0.88,snare
10.00,10.00,2000,4,2,1.0,bass
10.25,10.25,0000,0,3,1.0,unknown
10.50,10.50,0100,4,3,0.88,snare
10.75,10.75,0000,0,3,1.0,unknown
11.00,11.00,3001,4,2,0.91,kick
11.25,11.25,",",-1,-1,1.0,separator
11.50,11.50,0000,0,3,1.0,unknown
11.75,11.75,0010,4,3,0.88,snare
12.00,12.00,2000,4,2,1.0,bass
12.25,12.25,0000,0,3,1.0,unknown
12.50,12.50,0100,4,3,0.88,snare
12.75,12.75,0000,0,3,1.0,unknown
13.00,13.00,3001,4,2,0.91,kick
13.25,13.25,",",-1,-1,1.0,separator
13.50,13.50,0000,0,3,1.0,unknown
13.75,13.75,0010,4,3,0.88,snare
14.00,14.00,2000,4,2,1.0,bass
14.25,14.25,0000,0,3,1.0,unknown
14.50,14.50,0100,4,3,0.88,snare
14.75,14.75,0000,0,3,1.0,unknown
15.00,15.00,3001,4,2,0.91,kick
15.25,15.25,",",-1,-1,1.0,separator
15.50,15.50,0000,0,3,1.0,unknown
15.75,15.75,0010,4,3,0.88,snare
16.00,16.00,2000,4,2,1.0,bass
16.25,16.25,0000,0,3,1.0,unknown
16.50,16.50,0100,4,3,0.88,snare
16.75,16.75,0000,0,3,1.0,unknown
17.00,17.00,3001,4,2,0.91,kick
17.25,17.25,",",-1,-1,1.0,separator
17.50,17.50,0000,0,3,1.0,unknown
17.75,17.75,0010,4,3,0.88,snare
18.00,18.00,2000,4,2,1.0,bass
18.25,18.25,0000,0,3,1.0,unknown
18.50,18.50,0100,4,3,0.88,snare
18.75,18.75,0000,0,3,1.0,unknown
19.00,19.00,3001,4,2,0.91,kick
19.25,19.25,",",-1,-1,1.0,separator
19.50,19.50,0000,0,3,1.0,unknown
19.75,19.75,0010,4,3,0.88,snare
20.00,20.00,2000,4,2,1.0,bass
20.25,20.25,0000,0,3,1.0,unknown
20.50,20.50,0100,4,3,0.88,snare
20.75,20.75,0000,0,3,1.0,unknown
21.00,21.00,3001,4,2,0.91,kick
21.25,21.25,',','-',1,-1,1.0,separator
21.50,21.50,0000,0,3,1.0,unknown
21.75,21.75,0010,4,3,0.88,snare
22.00,22.00,2000,4,2,1.0,bass
22.25,22.25,0000,0,3,1.0,unknown
22.50,22.50,0100,4,3,0.88,snare
22.75,22.75,0000,0,3,1.0,unknown
23.00,23.00,3001,4,2,0.91,kick
23.25,23.25,',','-',1,-1,1.0,separator
23.50,23.50,0000,0,3,1.0,unknown
23.75,23.75,0010,4,3,0.88,snare
24.00,24.00,2000,4,2,1.0,bass
24.25,24.25,0000,0,3,1.0,unknown
24.50,24.50,0100,4,3,0.88,snare
24.75,24.75,0000,0,3,1.0,unknown
25.00,25.00,3001,4,2,0.91,kick
25.25,25.25,',','-',1,-1,1.0,separator
25.50,25.50,0000,0,3,1.0,unknown
25.75,25.75,0010,4,3,0.88,snare
26.00,26.00,2000,4,2,1.0,bass
26.25,26.25,0000,0,3,1.0,unknown
26.50,26.50,0100,4,3,0.88,snare
26.75,26.75,0000,0,3,1.0,unknown
27.00,27.00,3001,4,2,0.91,kick
27.25,27.25,',','-',1,-1,1.0,separator
27.50,27.50,0000,0,3,1.0,unknown
27.75,27.75,0010,4,3,0.88,snare
28.00,28.00,2000,4,2,1.0,bass
28.25,28.25,0000,0,3,1.0,unknown
28.50,28.50,0100,4,3,0.88,snare
28.75,28.75,0000,0,3,1.0,unknown
29.00,29.00,3001,4,2,0.91,kick
29.25,29.25,',','-',1,-1,1.0,separator
29.50,29.50,0000,0,3,1.0,unknown
29.75,29.75,0010,4,3,0.88,snare
30.00,30.00,2000,4,2,1.0,bass
30.25,30.25,0000,0,3,1.0,unknown
30.50,30.50,0100,4,3,0.88,snare
30.75,30.75,0000,0,3,1.0,unknown
31.00,31.00,3001,4,2,0.91,kick
31.25,31.25,',','-',1,-1,1.0,separator
31.50,31.50,0000,0,3,1.0,unknown
31.75,31.75,0010,4,3,0.88,snare
32.00,32.00,2000,4,2,1.0,bass
32.25,32.25,0000,0,3,1.0,unknown
32.50,32.50,0100,4,3,0.88,snare
32.75,32.75,0000,0,3,1.0,unknown
33.00,33.00,3001,4,2,0.91,kick
33.25,33.25,',','-',1,-1,1.0,separator
33.50,33.50,0000,0,3,1.0,unknown
33.75,33.75,0010,4,3,0.88,snare
34.00,34.00,2000,4,2,1.0,bass
34.25,34.25,0000,0,3,1.0,unknown
34.50,34.50,0100,4,3,0.88,snare
34.75,34.75,0000,0,3,1.0,unknown
35.00,35.00,3001,4,2,0.91,kick
35.25,35.25,',','-',1,-1,1.0,separator
35.50,35.50,0000,0,3,1.0,unknown
35.75,35.75,0010,4,3,0.88,snare
36.00,36.00,2000,4,2,1.0,bass
36.25,36.25,0000,0,3,1.0,unknown
36.50,36.50,0100,4,3,0.88,snare
36.75,36.75,0000,0,3,1.0,unknown
37.00,37.00,3001,4,2,0.91,kick
37.25,37.25,',','-',1,-1,1.0,separator
37.50,37.50,0000,0,3,1.0,unknown
37.75,37.75,0010,4,3,0.88,snare
38.00,38.00,2000,4,2,1.0,bass
38.25,38.25,0000,0,3,1.0,unknown
38.50,38.50,0100,4,3,0.88,snare
38.75,38.75,0000,0,3,1.0,unknown
39.00,39.00,3001,4,2,0.91,kick
39.25,39.25,',','-',1,-1,1.0,separator
39.50,39.50,0000,0,3,1.0,unknown
39.75,39.75,0010,4,3,0.88,snare
40.00,40.00,2000,4,2,1.0,bass
40.25,40.25,0000,0,3,1.0,unknown
40.50,40.50,0100,4,3,0.88,snare
40.75,40.75,0000,0,3,1.0,unknown
41.00,41.00,3001,4,2,0.91,kick
41.25,41.25,',','-',1,-1,1.0,separator
41.50,41.50,0000,0,3,1.0,unknown
41.75,41.75,0010,4,3,0.88,snare
42.00,42.00,2000,4,2,1.0,bass
42.25,42.25,0000,0,3,1.0,unknown
42.50,42.50,0100,4,3,0.88,snare
42.75,42.75,0000,0,3,1.0,unknown
43.00,43.00,3001,4,2,0.91,kick
43.25,43.25,',','-',1,-1,1.0,separator
43.50,43.50,0000,0,3,1.0,unknown
43.75,43.75,0010,4,3,0.88,snare
44.00,44.00,2000,4,2,1.0,bass
44.25,44.25,0000,0,3,1.0,unknown
44.50,44.50,0100,4,3,0.88,snare
44.75,44.75,0000,0,3,1.0,unknown
45.00,45.00,3001,4,2,0.91,kick
