# ML Generation Strategy,Weighted Multinomial Probability Sampling
# Graph Search Strategy,"Exhaustive Sequence Evaluation (Math computes all 16 states natively, no Beam Search needed)"
# Temperature,1.8
# Top-P,0.9
# Min-P,0.01
# Top-K,None
# Repetition Penalty,"Dynamic Scale Matrix (1.0 + N*0.5, Last-Beat Multiplier 1.1x)"
global_bpm,song_duration_minutes,beat_time_sec,onset_timestamps_in_beat,onset_detected,selected_step,step_probabilities,final_step_selection,time_taken_sec
143.6,2.17,0.00,0.14|0.26|0.35,True,0001,0000-9.0%|0001-13.1%|0010-7.8%|0100-5.5%|1000-3.7%|0011-7.9%|0101-4.6%|0110-15.1%|1001-0.0%|1010-0.0%|1100-4.5%|0111-9.2%|1011-0.0%|1101-5.1%|1110-6.4%|1111-8.0%,0001,2.08
143.6,2.17,0.42,0.44|0.56,True,0111,0000-10.1%|0001-7.5%|0010-8.0%|0100-6.0%|1000-3.8%|0011-8.0%|0101-5.2%|0110-16.6%|1001-0.0%|1010-0.0%|1100-4.5%|0111-10.5%|1011-0.0%|1101-4.8%|1110-6.5%|1111-8.6%,0111,1.70
143.6,2.17,0.84,0.86|1.09|1.18,True,0111,0000-9.7%|0001-8.7%|0010-9.1%|0100-6.4%|1000-4.0%|0011-9.4%|0101-5.7%|0110-17.2%|1001-0.0%|1010-0.0%|1100-4.7%|0111-4.7%|1011-0.0%|1101-4.9%|1110-6.7%|1111-8.8%,0111,1.70
143.6,2.17,1.25,1.28|1.39|1.49,True,1100,0000-10.6%|0001-8.8%|0010-8.8%|0100-6.7%|1000-4.0%|0011-8.9%|0101-5.9%|0110-18.0%|1001-0.0%|1010-3.3%|1100-4.8%|0111-0.0%|1011-0.0%|1101-5.0%|1110-6.7%|1111-8.5%,1100,1.70
143.6,2.17,1.67,None,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
143.6,2.17,2.09,2.18|2.28,True,0011,0000-9.1%|0001-14.0%|0010-5.7%|0100-5.3%|1000-4.5%|0011-5.8%|0101-5.0%|0110-14.6%|1001-0.0%|1010-0.0%|1100-5.6%|0111-5.7%|1011-0.0%|1101-5.7%|1110-8.0%|1111-11.0%,0011,1.88
143.6,2.17,2.51,2.51|2.62|2.72,True,1100,0000-9.1%|0001-13.4%|0010-5.8%|0100-5.8%|1000-4.9%|0011-0.0%|0101-5.5%|0110-15.7%|1001-0.0%|1010-0.0%|1100-6.2%|0111-6.2%|1011-0.0%|1101-6.4%|1110-9.0%|1111-12.0%,1100,1.88
143.6,2.17,2.93,2.93|3.32,True,0110,0000-9.9%|0001-13.5%|0010-6.2%|0100-6.0%|1000-5.4%|0011-0.0%|0101-5.6%|0110-15.5%|1001-3.5%|1010-0.0%|1100-0.0%|0111-6.1%|1011-0.0%|1101-6.7%|1110-9.2%|1111-12.3%,0110,1.89
143.6,2.17,3.34,3.44|3.53|3.65|3.74,True,0100,0000-8.6%|0001-10.8%|0010-9.9%|0100-5.3%|1000-0.0%|0011-9.8%|0101-5.8%|0110-9.2%|1001-0.0%|1010-0.0%|1100-4.8%|0111-7.6%|1011-0.0%|1101-5.5%|1110-10.6%|1111-12.2%,0100,1.95
143.6,2.17,3.76,3.85|4.13,True,1000,0000-8.0%|0001-16.8%|0010-9.6%|0100-0.0%|1000-3.6%|0011-9.4%|0101-5.6%|0110-10.2%|1001-0.0%|1010-0.0%|1100-4.3%|0111-7.0%|1011-0.0%|1101-4.9%|1110-9.6%|1111-11.1%,1000,1.95
