# ML Generation Strategy,Weighted Multinomial Probability Sampling
# Graph Search Strategy,"Exhaustive Sequence Evaluation (Math computes all 16 states natively, no Beam Search needed)"
# Temperature,1.8
# Top-P,0.9
# Min-P,0.01
# Top-K,None
# Repetition Penalty,"Dynamic Scale Matrix (1.0 + N*0.5, Last-Beat Multiplier 1.1x)"
global_bpm,song_duration_minutes,beat_time_sec,onset_timestamps_in_beat,onset_detected,selected_step,step_probabilities,final_step_selection,time_taken_sec
99.4,2.16,0.00,0.49,True,1110,0000-9.6%|0001-12.1%|0010-8.0%|0100-6.0%|1000-4.3%|0011-7.6%|0101-4.9%|0110-13.7%|1001-0.0%|1010-0.0%|1100-5.2%|0111-8.9%|1011-0.0%|1101-6.1%|1110-6.1%|1111-7.5%,1110,2.13
99.4,2.16,0.60,0.86|0.93|1.02,True,0100,0000-9.6%|0001-12.6%|0010-7.6%|0100-6.1%|1000-4.8%|0011-7.3%|0101-5.3%|0110-14.3%|1001-3.7%|1010-0.0%|1100-5.3%|0111-9.6%|1011-0.0%|1101-5.9%|1110-0.0%|1111-7.9%,0100,1.89
99.4,2.16,1.21,1.23|1.39|1.53|1.70,True,1111,0000-9.8%|0001-13.6%|0010-7.7%|0100-0.0%|1000-5.0%|0011-7.6%|0101-5.7%|0110-16.0%|1001-3.8%|1010-0.0%|1100-5.7%|0111-10.9%|1011-0.0%|1101-6.1%|1110-0.0%|1111-8.2%,1111,1.89
99.4,2.16,1.81,1.97|2.11|2.28,True,0000,0000-10.0%|0001-12.8%|0010-7.3%|0100-0.0%|1000-6.7%|0011-7.0%|0101-5.3%|0110-14.0%|1001-5.0%|1010-4.1%|1100-6.9%|0111-9.6%|1011-0.0%|1101-7.5%|1110-0.0%|1111-3.8%,0000,1.89
99.4,2.16,2.41,2.58|2.72|2.88,True,1110,0000-13.4%|0001-14.8%|0010-0.0%|0100-5.5%|1000-3.7%|0011-4.3%|0101-6.2%|0110-16.3%|1001-0.0%|1010-0.0%|1100-6.1%|0111-12.8%|1011-0.0%|1101-4.4%|1110-7.9%|1111-4.7%,1110,1.98
99.4,2.16,3.02,3.04|3.32|3.48|3.62,True,0001,0000-14.8%|0001-15.7%|0010-4.0%|0100-5.7%|1000-3.1%|0011-4.9%|0101-7.0%|0110-17.3%|1001-0.0%|1010-0.0%|1100-5.6%|0111-13.5%|1011-0.0%|1101-4.2%|1110-0.0%|1111-4.1%,0001,1.91
99.4,2.16,3.62,3.78|3.92|4.09,True,1101,0000-14.8%|0001-8.2%|0010-4.2%|0100-5.8%|1000-0.0%|0011-5.4%|0101-7.1%|0110-18.3%|1001-0.0%|1010-0.0%|1100-6.7%|0111-15.1%|1011-0.0%|1101-5.0%|1110-4.3%|1111-5.0%,1101,1.91
99.4,2.16,4.23,4.39|4.53|4.69,True,0101,0000-16.0%|0001-9.9%|0010-4.4%|0100-5.4%|1000-3.6%|0011-5.6%|0101-6.6%|0110-18.1%|1001-0.0%|1010-0.0%|1100-6.5%|0111-14.7%|1011-0.0%|1101-0.0%|1110-4.4%|1111-4.9%,0101,1.92
99.4,2.16,4.83,4.83|4.97|5.13|5.29,True,1100,0000-11.2%|0001-9.6%|0010-4.4%|0100-5.8%|1000-3.9%|0011-6.2%|0101-4.3%|0110-15.2%|1001-0.0%|1010-0.0%|1100-7.0%|0111-15.1%|1011-0.0%|1101-4.6%|1110-6.8%|1111-6.0%,1100,2.04
99.4,2.16,5.43,5.57|5.74|5.87,True,1110,0000-11.6%|0001-10.1%|0010-4.7%|0100-5.9%|1000-3.6%|0011-6.6%|0101-5.4%|0110-15.9%|1001-0.0%|1010-0.0%|1100-0.0%|0111-15.7%|1011-0.0%|1101-4.3%|1110-10.6%|1111-5.6%,1110,2.04
