# ML Generation Strategy,Weighted Multinomial Probability Sampling
# Graph Search Strategy,Exhaustive Sequence Evaluation via AudioFlamingo3 loss
# Temperature,1.8
# Top-P,0.9
# Min-P,0.01
# Top-K,None
# Repetition Penalty,"Dynamic Scale Matrix (1.0 + N*0.5, Last-Beat Multiplier 1.1x)"
global_bpm,song_duration_minutes,beat_time_sec,onset_timestamps_in_beat,onset_detected,selected_step,step_probabilities,final_step_selection,time_taken_sec
129.2,2.49,0.00,None,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
129.2,2.49,0.46,0.51,True,0110,0001-0.3%|0000-0.2%|0110-0.2%|0010-0.1%|0100-0.1%|0101-0.0%|0111-0.0%|0011-0.0%|1010-0.0%|1111-0.0%|1000-0.0%|1001-0.0%|1100-0.0%|1011-0.0%|1101-0.0%|1110-0.0%,0110,1.79
129.2,2.49,0.93,1.18,True,0101,0001-0.3%|0000-0.2%|0110-0.1%|0010-0.1%|0100-0.1%|0111-0.0%|0011-0.0%|0101-0.0%|1111-0.0%|1010-0.0%|1001-0.0%|1000-0.0%|1100-0.0%|1011-0.0%|1101-0.0%|1110-0.0%,0101,1.45
129.2,2.49,1.39,1.42,True,1111,0001-0.3%|0000-0.3%|0110-0.1%|0010-0.1%|0100-0.1%|0111-0.1%|0011-0.0%|1111-0.0%|1010-0.0%|1001-0.0%|1000-0.0%|0101-0.0%|1100-0.0%|1011-0.0%|1101-0.0%|1110-0.0%,1111,1.46
129.2,2.49,1.86,1.86,True,0100,0000-0.2%|0001-0.2%|0110-0.2%|0101-0.1%|0111-0.1%|0010-0.1%|0100-0.1%|0011-0.0%|1010-0.0%|1011-0.0%|1001-0.0%|1110-0.0%|1000-0.0%|1100-0.0%|1101-0.0%|1111-0.0%,0100,1.49
129.2,2.49,2.32,2.35|2.58,True,1001,0000-0.2%|0110-0.2%|0001-0.1%|0101-0.1%|0111-0.1%|0010-0.1%|1010-0.1%|1011-0.1%|1001-0.0%|0011-0.0%|1111-0.0%|1110-0.0%|0100-0.0%|1000-0.0%|1100-0.0%|1101-0.0%,1001,1.49
129.2,2.49,2.79,2.81|3.04|3.16,True,0001,0000-0.2%|0001-0.2%|0110-0.2%|0101-0.1%|0111-0.1%|0010-0.1%|1010-0.1%|1011-0.0%|0011-0.0%|1110-0.0%|1111-0.0%|1000-0.0%|0100-0.0%|1001-0.0%|1100-0.0%|1101-0.0%,0001,1.49
129.2,2.49,3.25,3.27|3.51,True,0000,0000-0.2%|0110-0.2%|0101-0.1%|0001-0.1%|0111-0.1%|0010-0.1%|1010-0.1%|1011-0.1%|0011-0.1%|1111-0.0%|1110-0.0%|1000-0.0%|0100-0.0%|1001-0.0%|1100-0.0%|1101-0.0%,0000,1.49
129.2,2.49,3.72,3.74|3.95|4.09,True,0000,0000-0.3%|0001-0.1%|0110-0.1%|0111-0.1%|0010-0.1%|1010-0.1%|0101-0.1%|0100-0.0%|0011-0.0%|1000-0.0%|1011-0.0%|1111-0.0%|1001-0.0%|1100-0.0%|1101-0.0%|1110-0.0%,0000,1.52
129.2,2.49,4.18,4.18|4.41|4.64,True,1011,0000-0.3%|0110-0.1%|0001-0.1%|0111-0.1%|0010-0.1%|1010-0.1%|0100-0.1%|0101-0.1%|1000-0.0%|0011-0.0%|1011-0.0%|1111-0.0%|1001-0.0%|1100-0.0%|1101-0.0%|1110-0.0%,1011,1.52
