global_bpm,song_duration_minutes,beat_time_sec,onset_detected,selected_step,step_probabilities,time_taken_sec
117.5,2.37,0.00,False,0000,0000-95.6%|0001-0.6%|0010-1.7%|0100-0.2%|1000-0.4%|0011-0.8%|0101-0.1%|0110-0.1%|1001-0.1%|1010-0.1%|1100-0.1%|0111-0.1%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.1%,1.93
117.5,2.37,0.51,False,0000,0000-94.9%|0001-0.7%|0010-2.1%|0100-0.2%|1000-0.2%|0011-1.1%|0101-0.2%|0110-0.1%|1001-0.0%|1010-0.1%|1100-0.0%|0111-0.2%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,1.66
117.5,2.37,1.02,False,0000,0000-95.2%|0001-0.9%|0010-2.1%|0100-0.1%|1000-0.3%|0011-1.0%|0101-0.1%|0110-0.0%|1001-0.0%|1010-0.1%|1100-0.0%|0111-0.1%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,1.66
117.5,2.37,1.53,False,0000,0000-93.9%|0001-1.0%|0010-2.5%|0100-0.1%|1000-0.3%|0011-1.5%|0101-0.1%|0110-0.1%|1001-0.1%|1010-0.1%|1100-0.1%|0111-0.1%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.1%,1.66
117.5,2.37,2.04,False,0000,0000-96.9%|0001-0.7%|0010-0.8%|0100-0.3%|1000-0.3%|0011-0.4%|0101-0.1%|0110-0.1%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.1%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.1%,1.82
117.5,2.37,2.55,False,0000,0000-97.1%|0001-0.7%|0010-1.0%|0100-0.2%|1000-0.1%|0011-0.5%|0101-0.1%|0110-0.1%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.1%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,1.82
117.5,2.37,3.07,False,0000,0000-97.1%|0001-0.7%|0010-1.0%|0100-0.3%|1000-0.1%|0011-0.5%|0101-0.1%|0110-0.1%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.1%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,1.82
117.5,2.37,3.58,False,0000,0000-97.4%|0001-0.7%|0010-0.8%|0100-0.2%|1000-0.0%|0011-0.5%|0101-0.1%|0110-0.1%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.1%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,1.82
117.5,2.37,4.09,False,0000,0000-97.1%|0001-0.8%|0010-0.6%|0100-0.3%|1000-0.3%|0011-0.3%|0101-0.1%|0110-0.1%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.1%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.1%,1.88
117.5,2.37,4.60,True,0001,0000-22.2%|0001-38.3%|0010-2.0%|0100-2.3%|1000-0.6%|0011-2.1%|0101-1.8%|0110-24.0%|1001-0.3%|1010-0.2%|1100-0.3%|0111-3.7%|1011-0.2%|1101-0.5%|1110-0.5%|1111-1.1%,1.94
117.5,2.37,5.11,True,0001,0000-25.3%|0001-37.4%|0010-1.6%|0100-2.0%|1000-0.3%|0011-2.1%|0101-1.5%|0110-22.6%|1001-0.1%|1010-0.1%|1100-0.2%|0111-4.9%|1011-0.1%|1101-0.3%|1110-0.4%|1111-0.9%,1.94
117.5,2.37,5.62,True,0001,0000-25.2%|0001-40.2%|0010-1.8%|0100-2.1%|1000-0.5%|0011-2.0%|0101-1.6%|0110-20.3%|1001-0.2%|1010-0.2%|1100-0.2%|0111-4.0%|1011-0.2%|1101-0.4%|1110-0.4%|1111-0.8%,1.94
117.5,2.37,6.13,False,0000,0000-83.2%|0001-7.2%|0010-2.3%|0100-1.7%|1000-0.4%|0011-1.5%|0101-1.1%|0110-0.8%|1001-0.1%|1010-0.1%|1100-0.1%|0111-1.1%|1011-0.0%|1101-0.1%|1110-0.0%|1111-0.2%,1.94
117.5,2.37,6.64,True,0001,0000-17.8%|0001-41.4%|0010-2.6%|0100-2.1%|1000-0.2%|0011-2.5%|0101-1.7%|0110-25.0%|1001-0.1%|1010-0.1%|1100-0.2%|0111-4.3%|1011-0.1%|1101-0.4%|1110-0.5%|1111-1.1%,2.06
117.5,2.37,7.15,False,0000,0000-87.4%|0001-5.6%|0010-2.5%|0100-0.9%|1000-0.1%|0011-1.5%|0101-0.6%|0110-0.5%|1001-0.0%|1010-0.0%|1100-0.1%|0111-0.6%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.2%,1.95
117.5,2.37,7.66,False,0000,0000-89.5%|0001-4.8%|0010-2.0%|0100-0.7%|1000-0.2%|0011-1.2%|0101-0.5%|0110-0.3%|1001-0.0%|1010-0.0%|1100-0.1%|0111-0.4%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.2%,1.95
117.5,2.37,8.17,False,0000,0000-83.3%|0001-11.7%|0010-2.1%|0100-0.6%|1000-0.2%|0011-1.1%|0101-0.3%|0110-0.1%|1001-0.0%|1010-0.0%|1100-0.1%|0111-0.1%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.1%,2.06
117.5,2.37,8.68,True,0110,0000-12.0%|0001-28.3%|0010-1.8%|0100-2.2%|1000-0.4%|0011-2.4%|0101-1.5%|0110-39.7%|1001-0.3%|1010-0.3%|1100-0.5%|0111-7.0%|1011-0.2%|1101-0.7%|1110-0.6%|1111-2.1%,2.11
117.5,2.37,9.20,False,0000,0000-88.3%|0001-8.1%|0010-1.9%|0100-0.3%|1000-0.0%|0011-0.9%|0101-0.2%|0110-0.1%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.1%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,2.07
117.5,2.37,9.71,False,0000,0000-90.8%|0001-6.5%|0010-1.3%|0100-0.2%|1000-0.0%|0011-0.7%|0101-0.1%|0110-0.1%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.1%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,2.07
117.5,2.37,10.22,False,0000,0000-61.4%|0001-5.7%|0010-1.9%|0100-1.1%|1000-0.9%|0011-1.4%|0101-0.5%|0110-24.0%|1001-0.1%|1010-0.3%|1100-0.5%|0111-0.6%|1011-0.2%|1101-0.3%|1110-0.4%|1111-0.7%,2.16
117.5,2.37,10.73,True,0110,0000-12.3%|0001-25.6%|0010-1.1%|0100-1.6%|1000-0.7%|0011-1.5%|0101-0.9%|0110-49.2%|1001-0.2%|1010-0.4%|1100-0.6%|0111-2.3%|1011-0.4%|1101-0.7%|1110-0.9%|1111-1.7%,2.21
117.5,2.37,11.24,True,0110,0000-10.0%|0001-23.6%|0010-0.7%|0100-1.6%|1000-0.3%|0011-1.4%|0101-1.0%|0110-53.7%|1001-0.1%|1010-0.2%|1100-0.2%|0111-3.2%|1011-0.1%|1101-0.3%|1110-1.4%|1111-2.2%,2.21
117.5,2.37,11.75,False,0000,0000-71.2%|0001-3.7%|0010-1.9%|0100-1.1%|1000-0.1%|0011-1.9%|0101-0.5%|0110-18.2%|1001-0.0%|1010-0.0%|1100-0.2%|0111-0.6%|1011-0.0%|1101-0.1%|1110-0.2%|1111-0.2%,2.16
117.5,2.37,12.26,False,0000,0000-60.2%|0001-5.3%|0010-1.6%|0100-0.8%|1000-0.4%|0011-0.9%|0101-0.3%|0110-28.0%|1001-0.1%|1010-0.1%|1100-0.4%|0111-0.7%|1011-0.0%|1101-0.2%|1110-0.4%|1111-0.4%,2.15
117.5,2.37,12.77,False,0000,0000-69.3%|0001-3.6%|0010-1.6%|0100-0.7%|1000-0.1%|0011-0.9%|0101-0.3%|0110-22.3%|1001-0.0%|1010-0.0%|1100-0.1%|0111-0.5%|1011-0.0%|1101-0.1%|1110-0.2%|1111-0.2%,2.15
117.5,2.37,13.28,False,0000,0000-65.4%|0001-3.9%|0010-1.8%|0100-0.7%|1000-0.2%|0011-0.9%|0101-0.3%|0110-25.4%|1001-0.0%|1010-0.1%|1100-0.1%|0111-0.7%|1011-0.0%|1101-0.1%|1110-0.2%|1111-0.2%,2.16
117.5,2.37,13.79,True,0110,0000-11.9%|0001-24.4%|0010-0.6%|0100-1.5%|1000-0.6%|0011-1.0%|0101-0.9%|0110-51.8%|1001-0.2%|1010-0.3%|1100-0.6%|0111-2.1%|1011-0.2%|1101-0.8%|1110-1.3%|1111-1.8%,2.21
117.5,2.37,14.30,True,0110,0000-6.7%|0001-27.8%|0010-0.5%|0100-1.2%|1000-1.2%|0011-0.7%|0101-0.7%|0110-47.5%|1001-0.4%|1010-0.6%|1100-1.2%|0111-1.1%|1011-0.4%|1101-1.3%|1110-4.2%|1111-4.5%,2.21
117.5,2.37,14.81,False,0000,0000-61.6%|0001-11.7%|0010-1.0%|0100-0.6%|1000-0.4%|0011-0.7%|0101-0.3%|0110-21.7%|1001-0.1%|1010-0.1%|1100-0.2%|0111-0.3%|1011-0.1%|1101-0.1%|1110-0.5%|1111-0.5%,2.16
117.5,2.37,15.33,True,0110,0000-7.5%|0001-31.5%|0010-0.4%|0100-1.3%|1000-0.5%|0011-0.8%|0101-0.8%|0110-51.7%|1001-0.2%|1010-0.2%|1100-0.4%|0111-1.3%|1011-0.2%|1101-0.5%|1110-1.3%|1111-1.5%,2.22
117.5,2.37,15.84,True,0110,0000-9.6%|0001-29.9%|0010-0.5%|0100-1.3%|1000-0.6%|0011-0.9%|0101-0.8%|0110-49.9%|1001-0.2%|1010-0.3%|1100-0.5%|0111-1.4%|1011-0.2%|1101-0.6%|1110-1.6%|1111-1.8%,2.22
117.5,2.37,16.35,True,0110,0000-8.2%|0001-18.1%|0010-0.5%|0100-1.2%|1000-0.8%|0011-0.8%|0101-0.7%|0110-52.9%|1001-0.2%|1010-0.4%|1100-2.5%|0111-1.0%|1011-0.3%|1101-1.8%|1110-7.3%|1111-3.4%,2.23
117.5,2.37,16.86,True,0110,0000-10.0%|0001-19.2%|0010-0.5%|0100-1.4%|1000-0.4%|0011-0.9%|0101-0.8%|0110-56.9%|1001-0.1%|1010-0.2%|1100-1.3%|0111-1.2%|1011-0.1%|1101-1.0%|1110-4.0%|1111-2.0%,2.23
117.5,2.37,17.37,False,0000,0000-48.5%|0001-3.2%|0010-1.4%|0100-0.8%|1000-0.2%|0011-0.8%|0101-0.2%|0110-42.7%|1001-0.0%|1010-0.1%|1100-0.3%|0111-0.5%|1011-0.0%|1101-0.1%|1110-0.8%|1111-0.3%,2.18
117.5,2.37,17.88,True,0110,0000-11.1%|0001-18.8%|0010-0.5%|0100-1.3%|1000-0.4%|0011-0.8%|0101-0.8%|0110-57.8%|1001-0.1%|1010-0.2%|1100-1.0%|0111-1.3%|1011-0.1%|1101-0.7%|1110-3.3%|1111-1.7%,2.24
