global_bpm,song_duration_minutes,beat_time_sec,onset_detected,selected_step,step_probabilities,time_taken_sec
117.5,2.37,0.00,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,2.28
117.5,2.37,0.51,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,1.67
117.5,2.37,1.02,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,1.67
117.5,2.37,1.53,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,1.67
117.5,2.37,2.04,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,1.83
117.5,2.37,2.55,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,1.82
117.5,2.37,3.07,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,1.81
117.5,2.37,3.58,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,1.81
117.5,2.37,4.09,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,1.87
117.5,2.37,4.60,True,0111,0000-16.8%|0001-42.7%|0010-0.0%|0100-2.9%|1000-0.0%|0011-2.6%|0101-0.0%|0110-30.8%|1001-0.0%|1010-0.0%|1100-0.0%|0111-4.3%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,1.93
117.5,2.37,5.11,True,0110,0000-21.4%|0001-42.6%|0010-0.0%|0100-2.6%|1000-0.0%|0011-0.0%|0101-0.0%|0110-30.2%|1001-0.0%|1010-0.0%|1100-0.0%|0111-3.1%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,1.93
117.5,2.37,5.62,True,0110,0000-22.8%|0001-51.1%|0010-0.0%|0100-2.9%|1000-0.0%|0011-2.7%|0101-0.0%|0110-20.5%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,1.93
117.5,2.37,6.13,False,0000,0000-61.0%|0001-0.0%|0010-4.1%|0100-0.0%|1000-0.0%|0011-5.3%|0101-0.0%|0110-15.2%|1001-0.0%|1010-0.0%|1100-0.0%|0111-14.4%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,1.94
117.5,2.37,6.64,True,0001,0000-13.6%|0001-29.8%|0010-0.0%|0100-0.0%|1000-0.0%|0011-2.6%|0101-0.0%|0110-30.7%|1001-0.0%|1010-0.0%|1100-0.0%|0111-17.2%|1011-0.0%|1101-0.0%|1110-2.6%|1111-3.5%,2.09
117.5,2.37,7.15,False,0000,0000-68.9%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-5.7%|0101-0.0%|0110-12.5%|1001-0.0%|1010-0.0%|1100-0.0%|0111-12.8%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,1.96
117.5,2.37,7.66,False,0000,0000-76.6%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-4.3%|0101-0.0%|0110-9.7%|1001-0.0%|1010-0.0%|1100-0.0%|0111-9.3%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,1.95
