# ML Generation Strategy,Weighted Multinomial Probability Sampling
# Graph Search Strategy,"Exhaustive Sequence Evaluation (Math computes all 16 states natively, no Beam Search needed)"
# Temperature,1.0
# Top-P,0.9
# Min-P,0.05
# Top-K,None
# Repetition Penalty,"Dynamic Scale Matrix (1.0 + N*0.2, Last-Beat Multiplier 1.1x)"
global_bpm,song_duration_minutes,beat_time_sec,total_onsets_in_beat_slot,onset_detected,selected_step,step_probabilities,final_step_selection,time_taken_sec
117.5,2.37,0.00,2,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,2.13
117.5,2.37,0.51,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,1.66
117.5,2.37,1.02,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,1.66
117.5,2.37,1.53,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,1.67
117.5,2.37,2.04,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,1.82
117.5,2.37,2.55,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,1.83
117.5,2.37,3.07,1,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,1.83
117.5,2.37,3.58,3,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,1.83
117.5,2.37,4.09,2,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,1.88
117.5,2.37,4.60,0,True,0110,0000-0.0%|0001-49.8%|0010-2.9%|0100-3.4%|1000-0.0%|0011-3.0%|0101-0.0%|0110-36.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-5.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0110,1.93
117.5,2.37,5.11,2,True,0110,0000-4.3%|0001-56.5%|0010-0.0%|0100-3.5%|1000-0.0%|0011-3.5%|0101-0.0%|0110-24.5%|1001-0.0%|1010-0.0%|1100-0.0%|0111-7.8%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0110,1.93
117.5,2.37,5.62,3,True,0110,0000-5.8%|0001-65.6%|0010-0.0%|0100-3.7%|1000-0.0%|0011-3.5%|0101-0.0%|0110-14.7%|1001-0.0%|1010-0.0%|1100-0.0%|0111-6.6%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0110,1.93
117.5,2.37,6.13,2,False,0110,0000-55.1%|0001-0.0%|0010-13.1%|0100-0.0%|1000-0.0%|0011-4.0%|0101-0.0%|0110-24.1%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-3.6%|1111-0.0%,0110,1.95
117.5,2.37,6.64,3,True,0001,0000-4.5%|0001-39.2%|0010-2.8%|0100-2.5%|1000-0.0%|0011-0.0%|0101-0.0%|0110-39.8%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-2.5%|1110-4.5%|1111-4.2%,0001,2.10
117.5,2.37,7.15,2,False,0000,0000-71.5%|0001-0.0%|0010-11.4%|0100-0.0%|1000-0.0%|0011-3.6%|0101-0.0%|0110-13.5%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,1.95
117.5,2.37,7.66,0,False,0110,0000-80.8%|0001-0.0%|0010-9.5%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-9.7%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0110,1.95
117.5,2.37,8.17,3,False,0000,0000-50.7%|0001-0.0%|0010-6.4%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-39.6%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-3.3%|1111-0.0%,0000,2.07
117.5,2.37,8.68,2,True,0110,0000-4.0%|0001-22.2%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-61.5%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-3.1%|1110-4.8%|1111-4.4%,0110,2.12
117.5,2.37,9.20,3,False,0110,0000-55.2%|0001-0.0%|0010-6.2%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-38.6%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0110,2.07
117.5,2.37,9.71,3,False,0000,0000-69.9%|0001-0.0%|0010-6.1%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-24.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,2.07
117.5,2.37,10.22,3,False,0000,0000-37.4%|0001-0.0%|0010-6.2%|0100-0.0%|1000-0.0%|0011-2.4%|0101-0.0%|0110-45.7%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-8.3%|1111-0.0%,0000,2.13
117.5,2.37,10.73,2,True,0110,0000-0.0%|0001-21.4%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-66.4%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-7.4%|1111-4.8%,0110,2.21
117.5,2.37,11.24,3,True,0110,0000-0.0%|0001-27.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-61.2%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-7.9%|1111-3.9%,0110,2.21
117.5,2.37,11.75,4,False,0000,0000-58.0%|0001-3.4%|0010-5.1%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-28.1%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-5.4%|1111-0.0%,0000,2.13
117.5,2.37,12.26,4,False,0110,0000-25.7%|0001-0.0%|0010-5.9%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-64.7%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-3.8%|1111-0.0%,0110,2.21
117.5,2.37,12.77,4,False,0110,0000-53.1%|0001-0.0%|0010-5.6%|0100-0.0%|1000-0.0%|0011-3.2%|0101-0.0%|0110-38.1%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0110,2.22
117.5,2.37,13.28,2,False,0110,0000-48.6%|0001-0.0%|0010-6.0%|0100-0.0%|1000-0.0%|0011-3.0%|0101-0.0%|0110-42.4%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0110,2.22
117.5,2.37,13.79,2,True,0001,0000-6.9%|0001-28.2%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-55.2%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-5.8%|1111-3.8%,0001,2.31
117.5,2.37,14.30,2,True,0110,0000-6.0%|0001-11.6%|0010-0.0%|0100-0.0%|1000-3.8%|0011-0.0%|0101-0.0%|0110-55.1%|1001-0.0%|1010-0.0%|1100-3.9%|0111-0.0%|1011-0.0%|1101-4.1%|1110-11.2%|1111-4.3%,0110,2.56
117.5,2.37,14.81,0,False,0110,0000-76.5%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-23.5%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0110,2.32
