# ML Generation Strategy,Weighted Multinomial Probability Sampling
# Graph Search Strategy,"Exhaustive Sequence Evaluation (Math computes all 16 states natively, no Beam Search needed)"
# Temperature,1.8
# Top-P,0.9
# Min-P,0.01
# Top-K,None
# Repetition Penalty,"Dynamic Scale Matrix (1.0 + N*0.5, Last-Beat Multiplier 1.1x)"
global_bpm,song_duration_minutes,beat_time_sec,onset_timestamps_in_beat,onset_detected,selected_step,step_probabilities,final_step_selection,time_taken_sec
143.6,2.46,0.00,0.07,True,1111,0000-8.9%|0001-12.4%|0010-8.1%|0100-5.6%|1000-3.5%|0011-7.9%|0101-4.8%|0110-15.8%|1001-0.0%|1010-0.0%|1100-4.5%|0111-9.6%|1011-0.0%|1101-5.0%|1110-6.3%|1111-7.6%,1111,1.88
143.6,2.46,0.42,None,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
143.6,2.46,0.84,None,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
143.6,2.46,1.25,None,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
143.6,2.46,1.67,1.95,True,0001,0000-21.2%|0001-18.2%|0010-3.5%|0100-4.5%|1000-4.3%|0011-4.4%|0101-3.4%|0110-14.9%|1001-0.0%|1010-0.0%|1100-2.7%|0111-9.6%|1011-0.0%|1101-0.0%|1110-3.3%|1111-9.9%,0001,2.18
143.6,2.46,2.09,None,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
143.6,2.46,2.51,None,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
143.6,2.46,2.93,None,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
143.6,2.46,3.34,3.62,True,0111,0000-0.0%|0001-24.0%|0010-4.2%|0100-4.9%|1000-4.3%|0011-5.9%|0101-0.0%|0110-17.1%|1001-0.0%|1010-0.0%|1100-4.5%|0111-13.7%|1011-0.0%|1101-4.0%|1110-5.1%|1111-12.3%,0111,1.94
143.6,2.46,3.76,4.06,True,0110,0000-0.0%|0001-25.5%|0010-4.5%|0100-5.3%|1000-4.0%|0011-6.3%|0101-3.9%|0110-18.2%|1001-0.0%|1010-0.0%|1100-4.0%|0111-5.6%|1011-0.0%|1101-0.0%|1110-4.6%|1111-18.1%,0110,1.94
143.6,2.46,4.18,4.25|4.48|4.57,True,0001,0000-0.0%|0001-28.7%|0010-5.4%|0100-5.6%|1000-3.3%|0011-7.8%|0101-4.1%|0110-8.9%|1001-0.0%|1010-0.0%|1100-3.6%|0111-8.0%|1011-0.0%|1101-3.2%|1110-4.2%|1111-17.0%,0001,1.94
