Here is your CSV:
```css
0.0,1.0,1000,4,2,0.95,kick
125.0,1.25,0000,0,3,1.0,unknown
250.0,1.5,0010,4,3,0.88,snare
375.0,1.75,0000,0,3,1.0,unknown
500.0,2.0,2000,4,2,1.0,bass
625.0,2.25,0000,0,3,1.0,unknown
750.0,2.5,0100,4,3,0.82,snare
875.0,2.75,0000,0,3,1.0,unknown
1000.0,3.0,3001,4,2,0.91,kick
1125.0,3.25,0000,0,3,1.0,unknown
1250.0,3.5,0000,0,3,1.0,unknown
1375.0,3.75,0000,0,3,1.0,unknown
1500.0,4.0,0000,0,2,1.0,unknown
1625.0,4.25,0000,0,3,1.0,unknown
1750.0,4.5,0010,4,3,0.79,snare
1875.0,4.75,0000,0,3,1.0,unknown
2000.0,5.0,2000,4,2,0.95,kick
2163.81,5.25,0000,0,3,1.0,unknown
2337.96,5.50,0010,4,3,0.82,snare
2581.77,5.75,0000,0,3,1.0,unknown
2663.04,6.00,0010,4,3,0.82,snare
2988.12,6.25,0000,0,3,1.0,unknown
3162.27,6.50,0010,4,3,0.82,snare
3336.42,6.75,0000,0,3,1.0,unknown
3498.96,7.00,0010,4,3,0.82,snare
3580.23,7.25,0000,0,3,1.0,unknown
3661.50,7.50,0010,4,3,0.82,snare
3986.58,7.75,0000,0,3,1.0,unknown
4160.73,8.00,0010,4,3,0.82,snare
4334.88,8.25,0000,0,3,1.0,unknown
4578.68,8.50,0010,4,3,0.82,snare
4671.56,8.75,0000,0,3,1.0,unknown
4996.64,9.00,0010,4,3,0.82,snare
5333.33,9.25,0000,0,3,1.0,unknown
5507.48,9.50,0010,4,3,0.82,snare
5670.02,9.75,0000,0,3,1.0,unknown
5832.56,10.00,0010,4,3,0.82,snare
5995.10,10.25,0000,0,3,1.0,unknown
6250.52,10.50,0010,4,3,0.82,snare
6320.18,10.75,0000,0,3,1.0,unknown
6505.94,11.00,0010,4,3,0.82,snare
6656.87,11.25,0000,0,3,1.0,unknown
6831.02,11.50,0010,4,3,0.82,snare
6993.56,11.75,0000,0,3,1.0,unknown
7109.66,12.00,0010,4,3,0.82,snare
7237.37,12.25,0000,0,3,1.0,unknown
7365.08,12.50,0010,4,3,0.82,snare
7423.13,12.75,0000,0,3,1.0,unknown
7481.18,13.00,0010,4,3,0.82,snare
7643.72,13.25,0000,0,3,1.0,unknown
7910.75,13.50,0010,4,3,0.82,snare
8166.17,13.75,0000,0,3,1.0,unknown
8282.27,14.00,0010,4,3,0.82,snare
8653.79,14.25,0000,0,3,1.0,unknown
8746.67,14.50,0010,4,3,0.82,snare
8793.11,14.75,0000,0,3,1.0,unknown
8990.48,15.00,0010,4,3,0.82,snare
9083.36,15.25,0000,0,3,1.0,unknown
9129.80,15.50,0010,4,3,0.82,snare
10000.54,15.75,0000,0,3,1.0,unknown
10151.47,16.00,0010,4,3,0.82,snare
10662.31,16.25,0000,0,3,1.0,unknown
11161.54,16.50,0010,4,3,0.82,snare
11660.77,16.75,0000,0,3,1.0,unknown
11904.58,17.00,0010,4,3,0.82,snare
12415.42,17.25,0000,0,3,1.0,unknown
12577.96,17.50,0010,4,3,0.82,snare
12879.82,17.75,0000,0,3,1.0,unknown
12995.92,18.00,0010,4,3,0.82,snare
13170.07,18.25,0000,0,3,1.0,unknown
13309.39,18.50,0010,4,3,0.82,snare
13483.54,18.75,0000,0,3,1.0,unknown
13657.69,19.00,0010,4,3,0.82,snare
13820.23,19.25,0000,0,3,1.0,unknown
13994.38,19.50,0010,4,3,0.82,snare
14319.46,19.75,0000,0,3,1.0,unknown
14667.76,20.00,0000,0,3,1.0,unknown
14830.29,20.25,0010,4,3,0.82,snare
15166.98,20.50,0000,0,3,1.0,unknown
15503.67,20.75,0010,4,3,0.82,snare
16002.90,21.00,0000,0,3,1.0,unknown
16316.37,21.25,0010,4,3,0.82,snare
16664.67,21.50,0000,0,3,1.0,unknown
17001.36,21.75,0010,4,3,0.82,snare
17338.05,22.00,0000,0,3,1.0,unknown
17837.28,22.25,0010,4,3,0.82,snare
18162.36,22.50,0000,0,3,1.0,unknown
18499.05,22.75,0010,4,3,0.82,snare
18649.98,23.00,0000,0,3,1.0,unknown
19200.00,23.25,0000,0,3,1.0,unknown
20012.77,23.50,0010,4,3,0.82,snare
20962.00,23.75,0000,0,3,1.0,unknown
20992.00,24.00,0000,0,3,1.0,unknown
