Here's an example of a JSON array that meets the requirements you specified:
```css
[
{"time_ms": 0.0, "beat_position": 1, "notes": "1000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "kick"},
{"time_ms": 1.79, "beat_position": 2, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 3.59, "beat_position": 3, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 5.39, "beat_position": 4, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 7.19, "beat_position": 5, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 8.99, "beat_position": 6, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 10.79, "beat_position": 7, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 12.59, "beat_position": 8, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 14.39, "beat_position": 9, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 16.19, "beat_position": 10, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 17.99, "beat_position": 11, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 19.79, "beat_position": 12, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 21.59, "beat_position": 13, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 23.39, "beat_position": 14, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 25.19, "beat_position": 15, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 26.99, "beat_position": 16, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 28.79, "beat_position": 17, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 30.59, "beat_position": 18, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 32.39, "beat_position": 19, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 34.19, "beat_position": 20, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 35.99, "beat_position": 21, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 37.79, "beat_position": 22, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 39.59, "beat_position": 23, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 41.39, "beat_position": 24, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 43.19, "beat_position": 25, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 44.99, "beat_position": 26, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 46.79, "beat_position": 27, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 48.59, "beat_position": 28, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 50.39, "beat_position": 29, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 52.19, "beat_position": 30, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 53.99, "beat_position": 31, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 55.79, "beat_position": 32, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 57.59, "beat_position": 33, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 59.39, "beat_position": 34, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 61.19, "beat_position": 35, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 62.99, "beat_position": 36, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 64.79, "beat_position": 37, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 66.59, "beat_position": 38, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 68.39, "beat_position": 39, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
{"time_ms": 70.19, "beat_position": 40, "notes": "0000", "placement_type": 2, "note_type": 0, "confidence": 1.0, "instrument": "snare"},
