Here is a sample of a StepMania beatmap generated according to the rules provided:
```css
0.00,1.00,1000,4,2,0.95,kick
125.00,1.25,0000,0,3,1.0,unknown
250.00,1.50,0010,4,3,0.88,snare
375.00,1.75,0000,0,3,1.0,unknown
500.00,2.00,2000,4,2,1.0,bass
625.00,2.25,0000,0,3,1.0,unknown
750.00,2.50,0100,4,3,0.82,snare
875.00,2.75,0000,0,3,1.0,unknown
1000.00,3.00,3001,4,2,0.91,kick
1125.00,3.25,",",-1,-1,1.0,separator
1250.00,3.50,0000,0,3,1.0,unknown
1375.00,3.75,0000,0,3,1.0,unknown
1500.00,4.00,0000,0,3,1.0,unknown
1625.00,4.25,0000,0,3,1.0,unknown
1750.00,4.50,0010,4,3,0.79,snare
1875.00,4.75,0000,0,3,1.0,unknown
2000.00,5.00,0000,0,3,1.0,unknown
2125.00,5.25,",",-1,-1,1.0,separator
2250.00,5.50,0000,0,3,1.0,unknown
2375.00,5.75,0000,0,3,1.0,unknown
2500.00,6.00,0000,0,3,1.0,unknown
2625.00,6.25,0000,0,3,1.0,unknown
2750.00,6.50,0010,4,3,0.82,snare
2875.00,6.75,0000,0,3,1.0,unknown
2999.99,7.00,3001,4,2,0.91,kick
3125.00,7.25,",",-1,-1,1.0,separator
3250.00,7.50,0000,0,3,1.0,unknown
3375.00,7.75,0000,0,3,1.0,unknown
3500.00,8.00,0000,0,3,1.0,unknown
3625.00,8.25,0000,0,3,1.0,unknown
3750.00,8.50,0010,4,3,0.82,snare
3875.00,8.75,0000,0,3,1.0,unknown
3999.99,9.00,3001,4,2,0.91,kick
4125.00,9.25,",",-1,-1,1.0,separator
4250.00,9.50,0000,0,3,1.0,unknown
4375.00,9.75,0000,0,3,1.0,unknown
4500.00,10.00,0000,0,3,1.0,unknown
4625.00,10.25,0000,0,3,1.0,unknown
4750.00,10.50,0010,4,3,0.82,snare
4875.00,10.75,0000,0,3,1.0,unknown
4999.99,11.00,3001,4,2,0.91,kick
5125.00,11.25,",",-1,-1,1.0,separator
5250.00,11.50,0000,0,3,1.0,unknown
5375.00,11.75,0000,0,3,1.0,unknown
5500.00,12.00,0000,0,3,1.0,unknown
5625.00,12.25,0000,0,3,1.0,unknown
5750.00,12.50,0010,4,3,0.82,snare
5875.00,12.75,0000,0,3,1.0,unknown
5999.99,13.00,3001,4,2,0.91,kick
6125.00,13.25,",",-1,-1,1.0,separator
6250.00,13.50,0000,0,3,1.0,unknown
6375.00,13.75,0000,0,3,1.0,unknown
6500.00,14.00,0000,0,3,1.0,unknown
6625.00,14.25,0000,0,3,1.0,unknown
6750.00,14.50,0010,4,3,0.82,snare
6875.00,14.75,0000,0,3,1.0,unknown
6999.99,15.00,3001,4,2,0.91,kick
7125.00,15.25,",",-1,-1,1.0,separator
7250.00,15.50,0000,0,3,1.0,unknown
7375.00,15.75,0000,0,3,1.0,unknown
7500.00,16.00,0000,0,3,1.0,unknown
7625.00,16.25,0000,0,3,1.0,unknown
7750.00,16.50,0010,4,3,0.82,snare
7875.00,16.75,0000,0,3,1.0,unknown
7999.99,17.00,3001,4,2,0.91,kick
8125.00,17.25,",",-1,-1,1.0,separator
8250.00,17.50,0000,0,3,1.0,unknown
8375.00,17.75,0000,0,3,1.0,unknown
8500.00,18.00,0000,0,3,1.0,unknown
8625.00,18.25,0000,0,3,1.0,unknown
8750.00,18.50,0010,4,3,0.82,snare
8875.00,18.75,0000,0,3,1.0,unknown
8999.99,19.00,3001,4,2,0.91,kick
9125.00,19.25,",",-1,-1,1.0,separator
9250.00,19.50,0000,0,3,1.0,unknown
9375.00,19.75,0000,0,3,1.0,unknown
9500.00,20.00,0000,0,3,1.0,unknown
9625.00,20.25,0000,0,3,1.0,unknown
9750.00,20.50,0010,4,3,0.82,snare
9875.00,20.75,0000,0,3,1.0,unknown
9999.99,21.00,3001,4,2,0.91,kick
10125.00,21.25,",",-1,-1,1.0,separator
10250.00,21.50,0000,0,3,1.0,unknown
10375.00,21.75,0000,0,3,1.0,unknown
10500.00,22.00,0000,0,3,1.0,unknown
10625.00,22.25,0000,0,3,1.0,unknown
10750.00,22.50,0010,4,3,0.82,snare
10875.00,22.75,0000,0,3,1.0,unknown
10999.99,23.00,3001,4,2,0.91,kick
11125.00,23.25,",",-1,-1,1.0,separator
11250.00,23.50,0000,0,3,1.0,unknown
11375.00,23.75,0000,0,3,1.0,unknown
11500.00,24.00,0000,0,3,1.0,unknown
11625.00,24.25,0000,0,3,1.0,unknown
11750.00,24.50,0010,4,3,0.82,snare
11875.00,24.75,0000,0,3,1.0,unknown
11999.99,25.00,3001,4,2,0.91,kick
12125.00,25.25,",",-1,-1,1.0,separator
12250.00,25.50,0000,0,3,1.0,unknown
12375.00,25.75,0000,0,3,1.0,unknown
12500.00,26.00,0000,0,3,1.0,unknown
12625.00,26.25,0000,0,3,1.0,unknown
12750.00,26.50,0010,4,3,0.82,snare
12875.00,26.75,0000,0,3,1.0,unknown
12999.99,27.00,3001,4,2,0.91,kick
13125.00,27.25,",",-1,-1,1.0,separator
13250.00,27.50,0000,0,3,1.0,unknown
13375.00,27.75,0000,0,3,1.0,unknown
13500.00,28.00,0000,0,3,1.0,unknown
13625.00,28.25,0000,0,3,1.0,unknown
13750.00,28.50,0010,4,3,0.82,snare
13875.00,28.75,0000,0,3,1.0,unknown
13999.99,29.00,3001,4,2,0.91,kick
14125.00,29.25,",",-1,-1,1.0,separator
14250.00,29.50,0000,0,3,1.0,unknown
14375.00,29.75,0000,0,3,1.0,unknown
14500.00,30.00,0000,0,3,1.0,unknown
14625.00,30.25,0000,0,3,1.0,unknown
14750.00,30.50,0010,4,3,0.82,snare
14875.00,30.75,0000,0,3,1.0,unknown
14999.99,31.00,3001,4,2,0.91,kick
15125.00,31.25,",",-1,-1,1.0,separator
15250.00,31.50,0000,0,3,1.0,unknown
15375.00,31.75,0000,0,3,1.0,unknown
15500.00,32.00,0000,0,3,1.0,unknown
15625.00,32.25,0000,0,3,1.0,unknown
