onset_index,onset_ms
0,0.0
1,40.0
2,240.0
3,440.0
4,640.0
5,840.0
6,1040.0
7,1240.0
8,1440.0
9,1640.0
10,1840.0
11,1940.0
12,2040.0
13,2240.0
14,2440.0
15,2640.0
16,2840.0
17,3040.0
18,3240.0
19,3440.0
20,3540.0
21,3640.0
22,3840.0
23,4040.0
24,4240.0
25,4440.0
26,4640.0
27,4840.0
28,5040.0
29,5140.0
30,5240.0
31,5440.0
32,5640.0
33,5840.0
34,6040.0
35,6240.0
36,6440.0
37,6640.0
38,6840.0
39,7040.0
40,7240.0
41,7440.0
42,7640.0
43,7840.0
44,8040.0
45,8240.0
46,8440.0
47,8640.0
48,8840.0
49,9040.0
50,9240.0
51,9440.0
52,9640.0
53,9840.0
54,10040.0
55,10240.0
56,10440.0
57,10640.0
58,10840.0
59,11040.0
60,11240.0
61,11440.0
62,11640.0
63,11840.0
64,12040.0
65,12240.0
66,12440.0
67,12640.0
68,12840.0
69,13040.0
70,13240.0
71,13440.0
72,13640.0
73,13840.0
74,14040.0
75,14240.0
76,14440.0
77,14640.0
78,14840.0
79,15040.0
80,15240.0
81,15440.0
82,15640.0
83,15840.0
84,16040.0
85,16240.0
86,16440.0
87,16640.0
88,16840.0
89,17040.0
90,17240.0
91,17440.0
92,17640.0
93,17840.0
94,18040.0
95,18240.0
96,18440.0
97,18640.0
98,18840.0
99,19040.0
100,19240.0
101,19440.0
102,19640.0
103,19840.0
104,20040.0
105,20240.0
106,20440.0
107,20640.0
108,20840.0
109,21040.0
110,21240.0
111,21440.0
112,21640.0
113,21840.0
114,22040.0
115,22240.0
116,22440.0
117,22640.0
118,22840.0
119,23040.0
120,23240.0
121,23440.0
122,23640.0
123,23840.0
124,24040.0
125,24240.0
126,24440.0
127,24640.0
128,24840.0
129,25040.0
130,25240.0
131,25440.0
132,25640.0
133,25840.0
134,26040.0
135,26240.0
136,26440.0
137,26640.0
138,26840.0
139,27040.0
140,27240.0
141,27440.0
142,27640.0
143,27840.0
144,28040.0
145,28240.0
146,28440.0
147,28640.0
148,28840.0
149,29040.0
150,29240.0
151,29440.0
152,29640.0
153,29840.0
154,30040.0
155,30240.0
156,30440.0
157,30640.0
158,30840.0
159,31040.0
160,31240.0
161,31440.0
162,31640.0
163,31840.0
164,32040.0
165,32140.0
166,32240.0
167,32340.0
168,32440.0
169,32540.0
170,32640.0
171,32740.0
172,32840.0
173,32940.0
174,33040.0
175,33140.0
176,33240.0
177,33340.0
178,33440.0
179,33540.0
180,33640.0
181,33740.0
182,33840.0
183,33940.0
184,34040.0
185,34140.0
186,34240.0
187,34340.0
188,34440.0
189,34540.0
190,34640.0
191,34740.0
192,34840.0
193,34940.0
194,35040.0
195,35140.0
196,35240.0
197,35340.0
198,35440.0
199,35540.0
200,35640.0
201,35740.0
202,35840.0
203,35940.0
204,36040.0
205,36140.0
206,36240.0
207,36340.0
208,36440.0
209,36540.0
210,36640.0
211,36740.0
212,36840.0
213,37040.0
214,37240.0
215,37440.0
216,37640.0
217,37840.0
218,38040.0
219,38240.0
220,38440.0
221,38640.0
222,38840.0
223,39040.0
224,39240.0
225,39440.0
226,39640.0
227,39840.0
228,40040.0
229,40240.0
230,40440.0
231,40640.0
232,40840.0
233,41040.0
234,41240.0
235,41440.0
236,41640.0
237,41840.0
238,42040.0
239,42240.0
240,42440.0
241,42640.0
242,42840.0
243,43040.0
244,43240.0
245,43440.0
246,43640.0
247,43840.0
248,44040.0
249,44240.0
250,44440.0
251,44640.0
252,44840.0
253,45040.0
254,45240.0
255,45440.0
256,45640.0
257,45840.0
258,46040.0
259,46240.0
260,46440.0
261,46640.0
262,46840.0
263,47040.0
264,47240.0
265,47440.0
266,47640.0
267,47840.0
268,48040.0
269,48240.0
270,48440.0
271,48640.0
272,48840.0
273,49040.0
274,49240.0
275,49440.0
276,49640.0
277,49840.0
278,50040.0
279,50240.0
280,50440.0
281,50640.0
282,50840.0
283,51040.0
284,51240.0
285,51340.0
286,51440.0
287,51540.0
288,51640.0
289,51740.0
290,51840.0
291,51940.0
292,52040.0
293,52140.0
294,52240.0
295,52340.0
296,52440.0
297,52540.0
298,52640.0
299,52740.0
300,52840.0
301,52940.0
302,53040.0
303,53140.0
304,53240.0
305,53340.0
306,53440.0
307,53540.0
308,53640.0
309,53740.0
310,53840.0
311,53940.0
312,54040.0
313,54140.0
314,54240.0
315,54340.0
316,54440.0
317,54540.0
318,54640.0
319,54740.0
320,54840.0
321,54940.0
322,55040.0
323,55140.0
324,55240.0
325,55340.0
326,55440.0
327,55540.0
328,55640.0
329,55740.0
330,55840.0
331,55940.0
332,56040.0
333,56140.0
334,56240.0
335,56340.0
336,56440.0
337,56540.0
338,56640.0
339,56740.0
340,56840.0
341,56940.0
342,57040.0
343,57140.0
344,57240.0
345,57340.0
346,57440.0
347,57540.0
348,57640.0
349,57740.0
350,57840.0
351,57940.0
352,58040.0
353,58140.0
354,58240.0
355,58340.0
356,58440.0
357,58540.0
358,58640.0
359,58740.0
360,58840.0
361,58940.0
362,59040.0
363,59140.0
364,59240.0
365,59340.0
366,59440.0
367,59540.0
368,59640.0
369,59740.0
370,59840.0
371,59940.0
372,60040.0
373,60140.0
374,60240.0
375,60340.0
376,60440.0
377,60540.0
378,60640.0
379,60740.0
380,60840.0
381,60940.0
382,61040.0
383,61140.0
384,61240.0
385,61340.0
386,61440.0
387,61540.0
388,61640.0
389,61740.0
390,61840.0
391,61940.0
392,62040.0
393,62140.0
394,62240.0
395,62340.0
396,62440.0
397,62540.0
398,62640.0
399,62740.0
400,62840.0
401,62940.0
402,63040.0
403,63140.0
404,63240.0
405,63340.0
406,63440.0
407,63540.0
408,63640.0
409,63740.0
410,63840.0
411,63940.0
412,64040.0
413,64240.0
414,64440.0
415,64640.0
416,64840.0
417,65040.0
418,65240.0
419,65440.0
420,65640.0
421,65840.0
422,66040.0
423,66240.0
424,66440.0
425,66640.0
426,66840.0
427,67040.0
428,67240.0
429,67440.0
430,67640.0
431,67840.0
432,68040.0
433,68240.0
434,68440.0
435,68640.0
436,68840.0
437,69040.0
438,69240.0
439,69440.0
440,69640.0
441,69840.0
442,70040.0
443,70240.0
444,70440.0
445,70640.0
446,70840.0
447,71040.0
448,71240.0
449,71440.0
450,71640.0
451,71840.0
452,72040.0
453,72240.0
454,72440.0
455,72640.0
456,72840.0
457,73040.0
458,73240.0
459,73440.0
460,73640.0
461,73840.0
462,74040.0
463,74240.0
464,74440.0
465,74640.0
466,74840.0
467,75040.0
468,75240.0
469,75440.0
470,75640.0
471,75840.0
472,76040.0
473,76240.0
474,76440.0
475,76640.0
476,76840.0
477,77040.0
478,77240.0
479,77440.0
480,77640.0
481,77840.0
482,78040.0
483,78240.0
484,78440.0
485,78640.0
486,78840.0
487,79040.0
488,79240.0
489,79440.0
490,79640.0
491,79840.0
492,80040.0
493,80240.0
494,80440.0
495,80640.0
496,80840.0
497,81040.0
498,81240.0
499,81440.0
500,81640.0
501,81840.0
502,82040.0
503,82240.0
504,82440.0
505,82640.0
506,82840.0
507,83040.0
508,83240.0
509,83440.0
510,83640.0
511,83840.0
512,84040.0
513,84240.0
514,84440.0
515,84640.0
516,84840.0
517,85040.0
518,85240.0
519,85440.0
520,85640.0
521,85840.0
522,86040.0
523,86240.0
524,86440.0
525,86540.0
526,86640.0
527,86740.0
528,86840.0
529,86940.0
530,87040.0
531,87140.0
532,87240.0
533,87340.0
534,87440.0
535,87540.0
536,87640.0
537,87740.0
538,87840.0
539,87940.0
540,88040.0
541,88240.0
542,88440.0
543,88640.0
544,88840.0
545,89040.0
546,89240.0
547,89440.0
548,89640.0
549,89840.0
550,90040.0
551,90240.0
552,90440.0
553,90640.0
554,90840.0
555,91040.0
556,91240.0
557,91440.0
558,91640.0
559,91840.0
560,92040.0
561,92240.0
562,92440.0
563,92640.0
564,92840.0
565,93040.0
566,93240.0
567,93440.0
568,93640.0
569,93840.0
570,94040.0
571,94240.0
572,94440.0
573,94640.0
574,94840.0
575,95040.0
576,95240.0
577,95440.0
578,95640.0
579,95840.0
580,96040.0
581,96240.0
582,96440.0
583,96640.0
584,96840.0
585,97040.0
586,97240.0
587,97440.0
588,97640.0
589,97840.0
590,98040.0
591,98240.0
592,98440.0
593,98640.0
594,98840.0
595,99040.0
596,99240.0
597,99440.0
598,99640.0
599,99840.0
600,100040.0
601,100240.0
602,100440.0
603,100640.0
604,100840.0
605,101040.0
606,101240.0
607,101440.0
608,101640.0
609,101840.0
610,102040.0
611,102240.0
612,102440.0
613,102640.0
614,102840.0
615,103040.0
616,103240.0
617,103440.0
618,103640.0
619,103840.0
620,104040.0
621,104240.0
622,104440.0
623,104640.0
624,104840.0
625,105040.0
626,105240.0
627,105440.0
628,105640.0
629,105840.0
630,106040.0
631,106240.0
632,106440.0
633,106640.0
634,106840.0
635,107040.0
636,107240.0
637,107440.0
638,107640.0
639,107840.0
640,108040.0
641,108240.0
642,108440.0
643,108640.0
644,108840.0
645,109040.0
646,109240.0
647,109440.0
648,109640.0
649,109840.0
650,110040.0
651,110240.0
652,110440.0
653,110640.0
654,110840.0
655,111040.0
656,111240.0
657,111440.0
658,111640.0
659,111840.0
660,112040.0
661,112240.0
662,112440.0
663,112640.0
664,112840.0
665,113040.0
666,113240.0
667,113440.0
668,113640.0
669,113840.0
670,114040.0
671,114240.0
672,114440.0
673,114640.0
674,114840.0
675,115040.0
676,115240.0
677,115440.0
678,115640.0
679,115840.0
680,116040.0
681,116240.0
682,116440.0
683,116640.0
684,116840.0
685,117040.0
686,117240.0
687,117440.0
688,117640.0
689,117840.0
690,118040.0
691,118240.0
692,118440.0
693,118640.0
694,118840.0
695,119040.0
696,119240.0
697,119440.0
698,119640.0
699,119840.0
700,120040.0
701,120240.0
702,120440.0
703,120640.0
704,120840.0
705,121040.0
706,121240.0
707,121440.0
708,121640.0
709,121840.0
710,122040.0
711,122240.0
712,122440.0
713,122640.0
714,122840.0
715,123040.0
716,123240.0
717,123440.0
718,123640.0
719,123840.0
720,124040.0
721,124240.0
722,124440.0
723,124640.0
724,124840.0
725,125040.0
726,125240.0
727,125440.0
728,125640.0
729,125840.0
730,126040.0
731,126240.0
732,126440.0
733,126640.0
734,126840.0
735,127040.0
736,127240.0
737,127440.0
738,127640.0
